colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
ACC Y,15,joueur_79,match_20230305,MT1,-1.12424,0.992648,-0.312484,0.471198,1.49975,3.46953,-2.39452,-1.55982,-1.23631,-0.391515,0.181766,
ACC Z,15,joueur_79,match_20230305,MT1,-0.571786,0.529124,-1.04382,8.90949,0.779045,1.58969,-1.21807,-0.769852,-0.498876,-0.267847,-0.00593211,
GYRO X,15,joueur_79,match_20230305,MT1,-1.72195,37.1887,-0.283796,14.1154,37.2286,107.691,-36.6735,-15.9013,-0.769676,12.3405,32.9491,
GYRO Y,15,joueur_79,match_20230305,MT1,2.70653,77.0455,0.16863,1.83688,77.093,263.356,-92.1572,-34.598,0.851215,36.9387,100.345,
GYRO Z,15,joueur_79,match_20230305,MT1,-1.92335,55.6096,-0.00964527,6.88267,55.6428,171.094,-58.3969,-23.322,-1.22708,18.6002,54.6205,
NormeGradAcc,15,joueur_79,match_20230305,MT1,0.0791414,0.0746756,1.32776,1.56399,0.108811,0.225936,0.00968747,0.0210711,0.0527529,0.117332,0.193755,0.2092250233426704
NormeGradGyro,15,joueur_79,match_20230305,MT1,4.95061,4.91861,2.09866,6.23823,6.97863,14.4299,0.870424,1.61053,3.17526,6.66906,11.5221,
ACC X,30,joueur_79,match_20230305,MT1,-0.0903792,0.455981,0.00776819,7.01496,0.464852,1.33856,-0.582004,-0.31889,-0.0533047,0.135658,0.36758,
ACC Y,30,joueur_79,match_20230305,MT1,-1.10928,0.945833,-0.16316,0.572733,1.45777,3.32516,-2.23079,-1.51488,-1.25411,-0.449796,0.154876,
ACC Z,30,joueur_79,match_20230305,MT1,-0.547826,0.459677,-1.30099,5.37613,0.715134,1.43381,-1.13088,-0.723513,-0.488939,-0.287204,-0.0251055,
GYRO X,30,joueur_79,match_20230305,MT1,-1.66975,31.0205,0.268588,10.8796,31.0654,91.8638,-32.6602,-14.4036,-0.831654,10.8373,28.2129,
GYRO Y,30,joueur_79,match_20230305,MT1,0.96984,69.9204,0.18005,2.49108,69.9271,241.27,-86.9152,-29.4434,0.902606,30.1092,84.8237,
GYRO Z,30,joueur_79,match_20230305,MT1,-3.75351,48.9009,-0.409233,9.03913,49.0448,147.711,-53.2036,-22.2638,-1.39409,15.4764,42.9234,
NormeGradAcc,30,joueur_79,match_20230305,MT1,0.0680468,0.0675597,1.43408,1.78662,0.0958889,0.206397,0.00811394,0.016861,0.0420352,0.0976943,0.172955,0.16549486461251167
NormeGradGyro,30,joueur_79,match_20230305,MT1,4.03382,4.2634,2.55019,9.74696,5.86927,12.0349,0.7327,1.32581,2.51879,5.18611,9.35783,
ACC X,45,joueur_79,match_20230305,MT1,-0.0955041,0.480811,-0.327795,9.26963,0.490205,1.35124,-0.557157,-0.309657,-0.0674988,0.118775,0.352391,
ACC Y,45,joueur_79,match_20230305,MT1,-1.11975,0.862315,-0.144924,1.21072,1.41331,3.01658,-1.95756,-1.47424,-1.25818,-0.618182,0.0903669,
ACC Z,45,joueur_79,match_20230305,MT1,-0.546356,0.458792,-1.56175,7.83467,0.713439,1.4281,-1.1005,-0.712263,-0.488488,-0.301812,-0.0336343,
GYRO X,45,joueur_79,match_20230305,MT1,-1.18513,33.1983,0.25947,13.9708,33.2194,91.5786,-30.0611,-13.5481,-0.785761,10.1589,28.2879,
GYRO Y,45,joueur_79,match_20230305,MT1,3.05765,68.5519,0.138089,3.22967,68.6201,238.097,-75.3082,-23.9863,1.28876,28.9281,82.0344,
GYRO Z,45,joueur_79,match_20230305,MT1,-1.63099,53.6271,0.256137,13.0971,53.6519,153.224,-47.5921,-19.7391,-1.20892,14.8958,44.0624,
NormeGradAcc,45,joueur_79,match_20230305,MT1,0.0629166,0.0677681,1.71938,2.9346,0.0924717,0.205997,0.00770085,0.0147355,0.0352888,0.0854208,0.166065,0.14530812324929973
NormeGradGyro,45,joueur_79,match_20230305,MT1,4.0683,4.7648,2.67393,9.47884,6.26534,13.5639,0.699251,1.23621,2.29092,4.85973,9.9459,
ACC X,15,joueur_79,match_20230305,MT2,0.0886807,0.454592,0.307635,8.93466,0.463161,1.33406,-0.356369,-0.130855,0.0354591,0.307402,0.555326,
ACC Y,15,joueur_79,match_20230305,MT2,-1.10536,0.934715,-0.241093,0.630455,1.44759,3.3553,-2.21978,-1.47587,-1.22955,-0.467102,0.138812,
ACC Z,15,joueur_79,match_20230305,MT2,0.59167,0.488471,1.16443,4.17192,0.767253,1.56764,0.0133537,0.316498,0.530185,0.784762,1.23586,
GYRO X,15,joueur_79,match_20230305,MT2,-3.25244,31.1199,0.371542,12.064,31.2894,91.6901,-33.2285,-15.4263,-2.79719,7.90635,26.2642,
GYRO Y,15,joueur_79,match_20230305,MT2,1.24058,68.9706,0.00213791,2.60053,68.9817,243.628,-81.9576,-26.8499,0.724575,27.9739,84.8334,
GYRO Z,15,joueur_79,match_20230305,MT2,-1.7622,48.1362,0.190611,7.63747,48.1685,151.23,-48.25,-19.4005,-1.73936,14.8523,45.3243,
NormeGradAcc,15,joueur_79,match_20230305,MT2,0.0706473,0.0716002,1.3609,1.36449,0.100586,0.218806,0.00715129,0.0161239,0.0423335,0.10275,0.186055,0.18544817927170867
NormeGradGyro,15,joueur_79,match_20230305,MT2,4.14134,4.5121,2.32778,8.31388,6.12453,13.0409,0.590096,1.1759,2.45135,5.56623,10.0362,
ACC X,15,joueur_81,match_20230305,MT1,0.0174095,0.596496,0.104738,4.94984,0.59675,1.84047,-0.646226,-0.319241,-0.00495269,0.349702,0.709841,
ACC Y,15,joueur_81,match_20230305,MT1,-1.10004,1.194,-0.634699,1.15268,1.62349,4.2029,-2.72877,-1.56852,-1.15748,-0.211143,0.369597,
ACC Z,15,joueur_81,match_20230305,MT1,-0.557051,0.591549,-0.724981,1.60899,0.812549,1.87833,-1.38742,-0.861809,-0.46857,-0.147407,0.0688714,
GYRO X,15,joueur_81,match_20230305,MT1,1.18734,40.842,0.255812,8.75362,40.8593,122.241,-38.3779,-15.4347,0.212458,17.1895,41.8304,
GYRO Y,15,joueur_81,match_20230305,MT1,2.55858,80.8357,-0.0252175,1.51167,80.8762,277.856,-96.764,-37.6242,0.941488,42.5627,105.102,
GYRO Z,15,joueur_81,match_20230305,MT1,-0.161073,53.8049,-0.195629,2.53187,53.8052,189.312,-61.3792,-22.1469,0.637998,23.2595,60.8247,
NormeGradAcc,15,joueur_81,match_20230305,MT1,0.0918214,0.0869332,1.45618,2.17735,0.126446,0.266224,0.0119123,0.0275201,0.0609106,0.130585,0.22773,0.22712418300653595
NormeGradGyro,15,joueur_81,match_20230305,MT1,5.20085,4.57212,1.75912,4.90353,6.92482,13.4187,0.959635,1.83976,3.72873,7.40542,11.3144,
ACC X,30,joueur_81,match_20230305,MT1,0.0162664,0.586566,0.1117,2.4815,0.586791,1.85342,-0.672444,-0.340659,0.00568324,0.366653,0.729633,
ACC Y,30,joueur_81,match_20230305,MT1,-1.11456,1.17202,-0.582367,0.48863,1.61737,4.15628,-2.81489,-1.6052,-1.1289,-0.234706,0.336797,
ACC Z,30,joueur_81,match_20230305,MT1,-0.573148,0.561972,-0.6304,0.656082,0.80269,1.79868,-1.37937,-0.896802,-0.48917,-0.158389,0.047136,
GYRO X,30,joueur_81,match_20230305,MT1,1.30815,36.61,0.203108,8.24064,36.6334,108.887,-34.3711,-14.8558,0.413511,17.1135,38.6608,
GYRO Y,30,joueur_81,match_20230305,MT1,2.83666,82.0634,0.000653132,1.05668,82.1124,279.767,-101.41,-39.4277,0.970308,45.7376,109.55,
GYRO Z,30,joueur_81,match_20230305,MT1,-0.0322496,56.8613,-0.0907325,2.3448,56.8613,202.033,-65.7187,-24.6477,0.129039,25.1621,65.2906,
NormeGradAcc,30,joueur_81,match_20230305,MT1,0.0928656,0.0829505,1.27386,1.05177,0.124518,0.258923,0.0150895,0.0305936,0.0628715,0.13318,0.22553,0.2323249299719888
NormeGradGyro,30,joueur_81,match_20230305,MT1,5.31398,4.46774,1.73126,4.58983,6.94256,13.1449,1.2108,2.05356,3.8361,7.45942,11.3669,
ACC X,45,joueur_81,match_20230305,MT1,0.0164988,0.558241,0.246832,5.48786,0.558485,1.71846,-0.596902,-0.286997,0.00270409,0.306723,0.653141,
ACC Y,45,joueur_81,match_20230305,MT1,-1.07221,1.09673,-0.478664,1.12106,1.53377,3.94053,-2.40601,-1.50628,-1.17259,-0.291242,0.325652,
ACC Z,45,joueur_81,match_20230305,MT1,-0.564958,0.535437,-0.788093,1.45021,0.778377,1.70643,-1.29195,-0.842073,-0.483998,-0.205933,0.0254913,
GYRO X,45,joueur_81,match_20230305,MT1,0.795699,34.7794,0.203609,9.842,34.7885,101.527,-31.2219,-13.0237,-0.100277,13.9758,34.7932,
GYRO Y,45,joueur_81,match_20230305,MT1,3.29989,74.003,-0.0570365,2.1245,74.0765,256.475,-87.085,-29.3271,1.74377,36.7888,95.2848,
GYRO Z,45,joueur_81,match_20230305,MT1,0.437513,52.8151,-0.19427,3.97835,52.8169,181.546,-53.8608,-19.354,0.615763,20.6976,55.3771,
NormeGradAcc,45,joueur_81,match_20230305,MT1,0.0793857,0.0805153,1.63681,2.9484,0.11307,0.249969,0.00930734,0.0217514,0.0492947,0.107794,0.205742,0.1842903828197946
NormeGradGyro,45,joueur_81,match_20230305,MT1,4.5288,4.40136,2.07566,6.54346,6.31521,12.7582,0.792146,1.54245,2.91894,6.30216,10.4113,
ACC X,15,joueur_81,match_20230305,MT2,0.0588991,0.568631,-0.0814312,2.44401,0.571673,1.8371,-0.617318,-0.249687,0.0402369,0.388469,0.710136,
ACC Y,15,joueur_81,match_20230305,MT2,-1.10844,1.11816,-0.600411,0.684217,1.57446,3.94637,-2.68506,-1.52747,-1.16281,-0.263761,0.265192,
ACC Z,15,joueur_81,match_20230305,MT2,0.676348,0.557891,0.586563,0.821929,0.876749,1.81017,-0.00400956,0.278259,0.632006,0.970048,1.45291,
GYRO X,15,joueur_81,match_20230305,MT2,-4.30611,44.7189,-0.120334,6.74136,44.9257,135.916,-50.1909,-22.5751,-2.40926,14.2836,39.7362,
